game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_perc,away_perc,home_team_id,away_team_id,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg
2,1,0,5,4,0,2,5,0,1,2,1,0,2,0,0.9126307901254914,0.9111430513995054,19,12,2.951219512195122,2.5853658536585367,2.682926829268293,3.048780487804878
3,1,0,2,1,0,6,5,0,0,2,1,1,2,0,0.936409593169266,0.9054592163268771,6,28,3.1481481481481484,2.1666666666666665,2.98,2.88
2,5,0,3,1,0,3,4,0,5,7,0,2,4,0,0.9047159473419687,0.8937428131056742,16,21,3.2954545454545454,2.6363636363636362,2.6097560975609757,3.3658536585365852
2,4,0,2,4,0,3,5,0,2,1,0,2,8,0,0.9047058204900357,0.9249928335305863,22,3,2.2195121951219514,3.048780487804878,2.4545454545454546,2.3636363636363638
5,3,0,3,1,1,1,2,0,3,4,1,3,1,1,0.9051528409034574,0.9020115695609529,26,25,2.772727272727273,2.5454545454545454,2.682926829268293,3.2195121951219514
0,3,1,0,4,0,2,4,0,2,6,0,3,1,0,0.9116211891448734,0.9163000987654392,24,27,3.090909090909091,2.75,2.744186046511628,2.883720930232558
4,0,0,2,4,0,3,2,0,2,3,0,1,3,1,0.9224378976280956,0.9115697474865553,8,13,2.75,2.4545454545454546,2.1951219512195124,2.902439024390244
1,0,0,7,1,0,2,3,1,4,1,0,6,7,0,0.9127272245711129,0.9005745267354724,4,10,3.148936170212766,2.765957446808511,2.6341463414634148,3.2195121951219514
0,5,0,3,4,1,0,3,0,4,1,0,3,1,0,0.900091766072024,0.9122543690569048,2,5,3.2195121951219514,3.1219512195121952,2.8863636363636362,2.5681818181818183
2,7,0,2,4,0,3,0,0,2,3,0,5,6,0,0.8958661530249513,0.9138444732025197,29,17,2.658536585365854,3.073170731707317,3.1914893617021276,2.702127659574468
7,1,1,3,4,0,2,3,0,4,0,0,4,3,1,0.9133188382412974,0.8974910666684731,12,9,3.073170731707317,2.7804878048780486,2.3902439024390243,3.2439024390243905
4,2,1,7,4,0,1,3,0,7,3,0,0,3,0,0.9144675104996942,0.9043717908340565,7,14,2.977272727272727,2.727272727272727,2.784313725490196,2.9607843137254903
2,3,0,3,5,0,3,4,1,1,6,0,4,1,0,0.9047058204900357,0.9154124923566684,22,23,2.2195121951219514,3.048780487804878,2.9615384615384617,2.5576923076923075
2,3,0,4,3,0,1,2,1,2,1,0,4,2,0,0.9233863080108855,0.9054592163268771,18,28,2.8085106382978724,2.3617021276595747,2.98,2.88
0,1,0,1,5,0,5,1,0,1,2,0,3,1,1,0.9051528409034574,0.9072980039837518,26,1,2.772727272727273,2.5454545454545454,1.951219512195122,2.6341463414634148
4,1,0,1,3,0,6,5,0,1,2,0,1,2,1,0.9047159473419687,0.9082245415927482,16,24,3.2954545454545454,2.6363636363636362,2.7954545454545454,3.090909090909091
3,2,0,5,2,1,1,0,0,2,3,1,3,4,0,0.912327153168988,0.9020115695609529,27,25,2.86046511627907,2.7906976744186047,2.682926829268293,3.2195121951219514
3,5,1,1,4,0,2,5,0,2,3,0,3,1,0,0.9224378976280956,0.9102869356421412,8,4,2.75,2.4545454545454546,3.0434782608695654,2.847826086956522
2,1,0,5,3,1,2,4,0,5,1,1,6,2,0,0.9086241786756394,0.9115697474865553,9,13,2.292682926829268,2.8536585365853657,2.1951219512195124,2.902439024390244
3,5,0,6,3,0,3,0,1,3,4,0,1,3,0,0.9119802173331952,0.9040595750183875,5,2,2.7777777777777777,2.4,2.3658536585365852,3.317073170731707
5,2,1,9,1,0,5,6,1,2,6,0,2,3,0,0.9001840126935103,0.8937428131056742,20,21,3.292682926829268,2.8536585365853657,2.6097560975609757,3.3658536585365852
1,4,0,3,4,0,1,3,1,2,3,0,4,3,0,0.936409593169266,0.917198994094254,6,8,3.1481481481481484,2.1666666666666665,2.488888888888889,2.6222222222222222
3,1,0,3,2,0,3,2,1,2,3,0,2,3,0,0.9277973293509125,0.8896660294268619,23,19,3.018181818181818,2.2,2.902439024390244,3.1219512195121952
4,3,0,2,1,0,7,0,1,3,4,1,2,1,0,0.9115192860494312,0.9005745267354724,3,10,3.0930232558139537,2.488372093023256,2.6341463414634148,3.2195121951219514
4,5,0,5,4,0,5,4,0,1,5,0,5,0,1,0.9144675104996942,0.9016642966135187,7,29,2.977272727272727,2.727272727272727,2.5853658536585367,3.2195121951219514
5,1,1,3,2,0,2,6,0,5,3,0,2,1,1,0.9072041411097247,0.9082245415927482,30,24,2.5609756097560976,2.8780487804878048,2.7954545454545454,3.090909090909091
5,3,0,2,5,0,2,3,0,1,3,0,3,2,0,0.9018331036865679,0.9054592163268771,17,28,3.1956521739130435,3.0869565217391304,2.98,2.88
3,2,0,1,2,0,2,1,0,4,3,0,2,5,0,0.9133188382412974,0.9132199923664093,12,16,3.073170731707317,2.7804878048780486,3.0,2.7777777777777777
1,3,0,5,4,0,2,1,1,4,3,0,1,3,0,0.9216716764099712,0.9208148348144086,25,26,2.8536585365853657,2.4634146341463414,2.659090909090909,2.409090909090909
1,2,0,1,2,0,0,1,0,2,4,0,0,5,0,0.9047058204900357,0.9097771201945836,22,15,2.2195121951219514,3.048780487804878,2.488888888888889,2.488888888888889
3,4,0,6,1,0,4,1,0,4,1,0,4,3,0,0.9233863080108855,0.9043717908340565,18,14,2.8085106382978724,2.3617021276595747,2.784313725490196,2.9607843137254903
3,2,0,0,3,0,0,0,1,0,0,1,0,0,1,0.912327153168988,0.9072980039837518,27,1,2.86046511627907,2.7906976744186047,1.951219512195122,2.6341463414634148
1,3,1,3,2,0,4,1,0,1,4,0,1,2,1,0.9115192860494312,0.8974910666684731,3,9,3.0930232558139537,2.488372093023256,2.3902439024390243,3.2439024390243905
1,5,1,2,3,0,3,1,0,3,2,0,4,3,1,0.8878523623242403,0.8921331195829559,21,22,2.926829268292683,3.658536585365854,2.4878048780487805,3.5121951219512195
2,5,0,3,2,1,4,3,0,5,6,1,2,3,0,0.9088029681197867,0.9122543690569048,10,5,2.682926829268293,2.902439024390244,2.8863636363636362,2.5681818181818183
